fileSource,summary
src/components/TopBar.tsx,This TSX component displays a top navigation bar.  It renders a title and a back button using MUI components and React Router for navigation.  It utilizes styled-components for styling and integrates with a theme provider for dynamic color adjustments via `getFontColor` utility.  The `TopBar` component accepts a `title` prop.

src/components/index.ts,This TypeScript module exports UI components.  It provides reusable components for a task management application; including task display; editing; navigation; settings; and user interface elements like dialogs; pickers; and badges.  No specific dependencies are declared within this file.

src/components/settings/CustomRadioGroup.tsx,This .tsx file defines a reusable `CustomRadioGroup` component.  It renders a horizontally scrolling radio group with custom styling using `@mui/material` and `@emotion/styled`. Key features include custom icon and label display within styled boxes; dynamic color changes on selection; and responsive design. It relies on `OptionItem` type and `getFontColor` utility.  Props include `options`; `value`; and `onChange`.

src/components/settings/CustomSwitch.tsx,This React component displays a custom toggle switch for user settings.  It utilizes MUI components and the `UserContext` to render a switch controlled by a specific setting key from the `User` type; updating the user state on toggle.  Key props include `header`; `text`; and `settingKey`.  It excludes `voice` and `voiceVolume` settings.

src/components/settings/SettingsDialog.tsx,This .tsx component renders a settings dialog.  It provides UI elements for managing appearance (dark mode; theme); general settings; emoji style; text-to-speech options (voice selection and volume); and displays about information.  It uses MUI for UI components;  `emoji-picker-react` for emoji selection; and integrates with a `UserContext` for user settings persistence.  The dialog is responsive and adapts to mobile screens.

src/components/settings/settingsTypes.ts,This type definition file specifies the `OptionItem` interface.  It defines a generic type representing an option with a label (string); value (generic type T); and an icon (JSX.Element).  No external dependencies are declared.

src/components/tasks/EditTask.tsx,This React component (`EditTask`) allows editing existing tasks.  It provides a dialog with form fields for task name; description; deadline; color; emoji; and categories; using Material UI components. It integrates with `UserContext` for data persistence; and uses custom components like `ColorPicker` and `CategorySelect`.  Validation ensures name and description length limits are respected; unsaved changes trigger a browser warning.

src/components/tasks/RenderTaskDescription.tsx,This React component renders a task description; intelligently handling links and displaying them with appropriate icons.  It uses context for expanded task state and responsive display logic;  highlighting search terms.  Key features include link detection;  icon rendering based on domain (YouTube thumbnails included); and show-more/show-less functionality for long descriptions.  It depends on MUI for icons and styling; custom hooks; and task data from a context provider.

src/components/tasks/ShareDialog.tsx,This React component displays a dialog for sharing tasks.  It generates shareable links; QR codes; and offers copy-to-clipboard and system share functionality. It utilizes Material UI for styling and integrates with user context; QR code generation; and clipboard APIs.  Key props include `open`; `onClose`; `selectedTaskId`; and `selectedTask`.

src/components/tasks/TaskMenu.tsx,This React component `TaskMenu` displays a context menu for managing tasks.  It provides options to mark tasks as done/undone; pin/unpin; view details; read aloud; share; edit; duplicate; and delete tasks. It uses `@mui/material` for UI;  `react-router-dom` for navigation; and integrates with `UserContext` and `TaskContext` for data management and state updates.

src/components/tasks/TasksList.tsx,This React component displays a list of tasks.  It filters; sorts; and renders tasks based on search terms; categories; pinned status; and completion status; using  `UserContext` and `TaskContext` for data and state management.  Key features include task search; category filtering;  context menus; and bulk actions (mark as done; delete).  It utilizes MUI for UI components and several custom hooks for state management and UI logic.

src/components/tasks/tasks.styled.tsx,This `tsx` file defines styled components for a task management UI.  It uses `@emotion/styled` and `@mui/material` to create visually styled components like task containers; input fields; and buttons; leveraging keyframes for animations and theme configuration for dynamic styling.  It incorporates utility functions for color determination and system information.

src/constants/constants.ts,This TypeScript file defines constants for length restrictions and limits within the application.  It specifies maximum lengths for task names; descriptions; user names; profile picture URLs; and category names;  maximum counts for categories per task and colors in a list; and a regular expression for URL matching.  One constant (`MAX_TASKS`) is commented out.

src/constants/defaultUser.ts,This type definition file provides a default `User` object.  It defines a comprehensive user structure including profile information; settings (like emoji style; theme; and notification preferences); default task categories; and a color palette.  It utilizes the `emoji-picker-react` library and the internal `systemInfo` utility for OS-specific emoji rendering.

src/constants/index.ts,This TypeScript file re-exports constants.  It provides a single point of access for all constants defined in the `./constants` module. No additional functionality is implemented within this file itself.

src/contexts/InputThemeProvider.tsx,This React component `CustomThemeProvider` adapts Material-UI themes for improved input visibility.  It merges Emotion and Material-UI themes; dynamically switching between light and dark modes based on the secondary theme color.  Key functionality includes conditional styling of `MuiFormLabel` and palette mode adjustment.  It depends on `@mui/material/styles`; `@emotion/react`; and internal `isDark` and `ColorPalette`.

src/contexts/TaskContext.tsx,This React component file defines a context `TaskContext` for managing task-related state and actions.  It provides state for selected tasks; UI elements (modals; menus); search; and actions to manipulate this state.  Key features include state updates via dispatch functions and utility functions for task selection and UI interactions.  It depends on the `UUID` type from `../types/user`.

src/contexts/TaskProvider.tsx,This React component provides context for task management.  It manages task selection (single and multiple); search; expansion state; and UI elements like modals and menus. It utilizes `useStorageState` for persistent state; and `useResponsiveDisplay` for responsive behavior.  The component exposes numerous state variables and handlers via a `TaskContext`.

src/contexts/UserContext.tsx,This .tsx file defines a React Context `UserContext` for managing user data.  It provides a user object and a function to update it; using the `User` type from `../types/user` and a default user from `../constants/defaultUser`.  The context defaults to a placeholder user and a no-op setter.

src/contexts/UserProvider.tsx,This .tsx file provides a React Context provider (`UserContextProvider`) for managing user state.  It utilizes a custom hook (`useStorageState`) to persist user data (`User` type) in local storage; defaulting to `defaultUser`.  The provider exposes the current `user` object and a `setUser` function to child components via the `UserContext`.  //Commented-out code suggests planned functionality for selective user updates.

src/hooks/useCtrlS.ts,This custom React hook enables Ctrl+S keyboard shortcut to save tasks.  It utilizes the `UserContext` to access user tasks and the `exportTasksToJson` utility for JSON export; prompting user confirmation before saving.  The hook uses `useEffect` to add and remove a `keydown` event listener; ensuring cleanup.

src/hooks/useOnlineStatus.ts,This TypeScript utility file provides a React hook; `useOnlineStatus`; to determine network connectivity.  It uses the browser's `online` and `offline` events to track the user's online status and returns a boolean representing connectivity.  It leverages `useState` and `useEffect` for state management and event handling; ensuring cleanup on unmount.

src/hooks/useResponsiveDisplay.ts,This utility file provides a custom React hook; `useResponsiveDisplay`. It determines if the screen width is below a specified breakpoint (defaulting to 768 pixels); returning a boolean indicating whether the device is considered "smaller".  It uses the `useEffect` hook to manage window resize events; ensuring the boolean state updates dynamically.  It depends on React's `useState` and `useEffect` hooks.

src/hooks/useStorageState.ts,This utility file provides a React hook; `useStorageState`; for managing persistent state.  It stores and retrieves values from `localStorage` or `sessionStorage`; synchronizing across tabs via storage events.  Key features include type safety; default value handling; and JSON serialization.  It depends on React's `useState` and `useEffect` hooks.

src/hooks/useSystemTheme.ts,This utility file provides a React hook; `useSystemTheme`; to detect and react to the user's operating system theme preference.  It leverages `window.matchMedia` to determine if the system prefers a dark or light theme and updates a React state variable accordingly.  The hook returns a `SystemTheme` type ('light'; 'dark'; or 'unknown').  It utilizes `useState` and `useEffect` for state management and reactive updates.

src/layouts/MainLayout.tsx,This React component `MainLayout` renders a page layout.  It utilizes `ProfileSidebar` and `BottomNav` components; wrapping user-provided content (`children`).  The layout includes a top `ProfileSidebar`;  bottom `BottomNav`; and a spacer to account for the sidebar's height.  It accepts a `children` prop of type `ReactNode` for dynamic content insertion.

src/pages/AddTask.tsx,This React component (`AddTask.tsx`) allows users to add new tasks.  It provides input fields for task name; description; deadline; emoji; color; and categories; with validation and real-time feedback. It integrates with `UserContext` for user data; `useStorageState` for persistent local storage; and Material UI for components.  The component uses custom hooks and utility functions for task creation and error handling.

src/pages/Categories.tsx,This .tsx component displays and manages user-defined categories.  It allows adding; editing; and deleting categories;  integrating with user settings and task data.  It uses React Context for user data;  `react-router-dom` for navigation; and Material UI for components.  Key features include emoji selection; color picking; and confirmation dialogs for deletion.

src/pages/Home.tsx,This React component renders the home screen of a task management application.  It displays greetings; task completion statistics (including a progress bar and due today tasks); and a list of tasks. It utilizes several custom hooks (e.g.; `useOnlineStatus`; `useResponsiveDisplay`); contexts (e.g.; `UserContext`; `TaskProvider`); and Material UI components for UI rendering and state management.  Lazy loading is employed for the task list component.

src/pages/NotFound.tsx,This React component displays a custom 404 page.  It utilizes `@mui/material` and `@emotion/styled` for styling and layout;  `react-router-dom` for navigation; and renders a custom error message or a default message indicating the missing page.  The component accepts a custom message prop and includes a button linking back to the home page.

src/pages/Purge.tsx,This React component displays a UI for purging tasks.  It allows users to select and delete individual or all done tasks; or confirm deletion of all tasks via a dialog. It uses `UserContext` for task management; `useStorageState` for persistent selection; and MUI components for rendering.

src/pages/Share.tsx,This .tsx file is a React component displaying a shared task.  It decodes a shared task from URL parameters; validates data; and renders its details.  It integrates with `UserContext` for user data updates and uses Material UI components for the UI.  The component handles different data formats and includes error handling for invalid links.

src/pages/TaskDetails.tsx,This React component displays detailed information about a specific task.  It fetches task data based on a route parameter; rendering task details in a formatted table including emoji; ID; description; color; dates; completion status; and categories.  It uses `react-router-dom` for routing; `@emotion/styled` for styling; and integrates with `UserContext` for user data and  `CategoryBadge` for category display.  A `NotFound` component handles missing tasks.

src/pages/Transfer.tsx,This React component (`Transfer.tsx`) manages task import and export functionality.  It allows users to select and export tasks as JSON; import tasks from JSON files via drag-and-drop; file upload; or clipboard;  handling file validation and merging with existing tasks. It uses `UserContext` for user data;  `useStorageState` for persistent state; and several Material UI components.  Error handling and user feedback via toast notifications are implemented.

src/pages/UserProfile.tsx,This .tsx file is a React component for displaying and editing a user profile.  It allows users to change their name and profile picture; and includes logout functionality.  It uses MUI for UI components; useContext for user data; and styled-components for styling.  Key features include name and image editing with input validation and confirmation dialogs.

src/services/bmcApi.ts,This TypeScript utility file fetches supporter count from the Buy Me a Coffee API for user 'maciekt07'.  It uses `fetch` to retrieve and parse HTML; extracting the count. Error handling includes logging; displaying a toast notification (using `showToast` from `../utils`); and returning a default value.  It defines the `BMCResponse` interface.

src/services/githubApi.ts,This utility file fetches GitHub repository and branch information.  It uses the GitHub API to retrieve repository and branch details for a specified user; repository; and branch; handling potential errors including rate limiting and network issues using a toast notification.  It depends on `showToast` for user feedback and utilizes types defined in `../types/github`.

src/styles/addTask.styled.tsx,This .tsx file styles components for adding tasks.  It uses styled-components to create `Container`; `AddTaskButton`; and `StyledInput` components; integrating MUI's `Button` and `TextField`.  `AddTaskButton` styles a button; while `StyledInput` styles a text field; both customizable via theme and props (e.g.; helper text color).  It utilizes a `getFontColor` utility for theme-based color contrast.

src/styles/categories.styled.tsx,This .tsx file styles UI components for category management.  It uses styled-components to create reusable styled components like containers; input fields; and buttons; leveraging MUI Material UI components.  Key features include themed styling; custom scrollbars; and animation. It depends on `@emotion/styled`; `@mui/material`; and internal utility functions for color calculations and animations.

src/styles/common.styled.tsx,This .tsx file exports styled components for UI elements.  It provides styled Button; Link; Avatar; and color selection elements; leveraging `@emotion/styled` and `@mui/material`.  Key features include custom styling; prop-based customization (e.g.; color; size); and animations.  It depends on `@emotion/styled`; `@mui/material`; and internal utility functions for color calculations and animations.

src/styles/globalStyles.tsx,This `tsx` file defines a global styles component. It applies default styling to the application; including font settings; selection highlights; scrollbars; and theming based on a provided `theme` object from `@emotion/react`.  It utilizes  `getFontColor` utility function and integrates with the application's theme configuration (`ColorPalette` from `theme/themeConfig`).  It also styles various UI components; including dialogs; emoji pickers and Material UI components.

src/styles/home.styled.tsx,This TSX file defines styled components for a home screen UI.  It utilizes `@emotion/styled` and `@mui/material` to create styled divs; buttons; and progress indicators with responsive design and animations (using keyframes from `keyframes.styled.tsx`).  It leverages utility functions (`getFontColor`; `isDark`) for theme-aware styling.  Key components include a greeting section; task counter; progress bar; and add button; all with conditional styling based on theme and props like `glow` and `animate`.

src/styles/index.ts,This TypeScript file aggregates styled-component exports.  It re-exports styled components from various modules (globalStyles; home.styled; addTask.styled; keyframes.styled; common.styled; categories.styled; taskManagement.styled); providing a single entry point for the application's styling.  No specific functionality beyond aggregation is implemented.

src/styles/keyframes.styled.tsx,This `.tsx` file defines reusable animation keyframes using `@emotion/react`.  It exports several keyframes for common animations like fade; slide; and scale; along with parameterized animations for pulse effects and a ring animation.  It uses a functional component approach for some keyframes allowing color and blur customization.

src/styles/taskManagement.styled.tsx,This .tsx file styles components for a task management UI.  It uses styled-components and MUI for styling and component creation; defining components for task containers; headers; lists; drop zones; buttons; and an info icon.  It utilizes a custom `getFontColor` utility and incorporates styling for drag-and-drop functionality and custom scrollbars.

src/theme/createTheme.ts,This TypeScript utility file creates and manages MUI themes.  It defines functions to generate custom themes based on provided colors and mode;  lists pre-defined themes; and determines dark mode based on user; system; and background color settings.  It uses `@mui/material` for theme creation and integrates with internal `useSystemTheme` hook and `user` type definitions.

src/theme/muiComponents.ts,This TypeScript file defines Material UI (MUI) component overrides.  It customizes the styling and default props of `MuiTooltip`; `MuiButton`; `MuiSelect`; `MuiDialog`; `MuiAvatar`; `MuiAlert`; and `MuiTextField` components; primarily adjusting padding; border radius; and backdrop filter.  It utilizes the `@mui/material` Theme type for integration.

src/theme/themeConfig.ts,This configuration file defines theme options for a UI.  It exports a `themeConfig` object containing various themes; each specified by a primary and optional secondary color;  and a `ColorPalette` object providing reusable color constants.  Themes are defined using string keys and objects with `primaryColor` and optional `secondaryColor` properties.

src/types/ai.ts,This TypeScript type definition file specifies interfaces for an experimental Chrome AI API.  It defines types for creating and interacting with language models; including methods for prompting; streaming responses; managing tokens; and accessing model capabilities.  Key interfaces include `AILanguageModel`; `AILanguageModelFactory`; and related options types.  It declares the `window.ai` global variable.

src/types/emotion.d.ts,This type definition file extends `@emotion/react`'s `Theme` interface.  It defines three properties: `primary` and `secondary` strings representing colors; and `darkmode`; a boolean indicating dark mode status.  This allows for typed access to theme properties within Emotion components; enforcing consistent usage of theme values.

src/types/github.ts,This TypeScript type definition file defines interfaces for GitHub repository and branch data.  It structures responses from the GitHub API; including details on repository metadata; branch information; and commit details.  Nested interfaces represent owner; commit; and license information.

src/types/launchQueue.d.ts,This type definition file specifies interfaces for an experimental PWA file access feature.  It defines `FileSystemFileHandle` representing a system file; `LaunchParams` containing an array of these handles; and `LaunchQueue` with a `setConsumer` method for handling file access requests.  The `Window` interface is augmented to optionally include a `launchQueue` property.

src/types/ntc-ts.d.ts,This type definition file (`ntc-ts.d.ts`) provides TypeScript definitions for the `ntc-ts` color conversion library.  It exports interfaces `FORMATTED_COLOR` and type `COLOR`; and functions for obtaining color names (`getColorName`); RGB (`getRGB`); and HSL (`getHSL`) values from color strings; along with functions to initialize and access a color array (`initColors`; `ORIGINAL_COLORS`).

src/types/user.ts,This type definition file defines interfaces for `User`; `Task`; `Category`; and `AppSettings`.  It establishes data structures for representing users; their tasks; categories; and application settings; including types for UUIDs and dark mode options.  It utilizes the `emoji-picker-react` library and includes optional fields in several interfaces.

src/utils/colorUtils.ts,This utility file provides functions for color manipulation and validation.  It includes `isHexColor` for validating hex color codes; `getFontColor` for determining optimal font color (black or white) based on background color; and `isDark` to check if a color is dark.  It depends on the `ColorPalette` from `theme/themeConfig` for default color values.

src/utils/exportTasks.ts,This utility file exports an array of `Task` objects (defined in `../types/user`) to a downloadable JSON file.  It utilizes `Blob` and URL APIs to create and trigger a download; using a timestamped filename.  The function `exportTasksToJson` takes an array of `Task` objects as input.

src/utils/generateUUID.ts,This utility file generates universally unique identifiers (UUIDs).  It leverages the built-in `crypto.randomUUID()` if available; otherwise; it falls back to a less secure; manually implemented generation method.  It depends on the `UUID` type from `../types/user` and handles potential `crypto` API limitations.

src/utils/getRandomGreeting.ts,This utility file provides a `getRandomGreeting` function. It returns a random; previously unused motivational message from a predefined array; ensuring a variety of greetings over time by tracking the last `maxRecentGreetings` (8) used.  The function manages a Set to track recently used greetings; preventing immediate repetition.  Emoji codes are included in some messages.

src/utils/getSystemInfo.ts,This TypeScript utility file retrieves and provides system information. It defines `OperatingSystem` and `Browser` types and implements `getOperatingSystem` and `getBrowser` functions to detect the user's OS and browser using the `navigator.userAgent` string.  The `systemInfo` object exports the detected OS and browser.

src/utils/index.ts,This utility file provides a collection of reusable functions.  It exports functions for task export (JSON); color manipulation (hex validation; dark mode detection; font color selection); greeting generation; system information retrieval; QR code saving; toast notifications; UUID generation; and date/time utilities (formatting; difference calculation; time ago representation).  No external dependencies are explicitly declared.

src/utils/saveQRCode.ts,This utility file provides a `saveQRCode` function. It converts an SVG QR code from the DOM;  adds a task name and attribution text; renders it to a canvas; and triggers a PNG download.  It handles SVG retrieval; canvas manipulation; and download link creation.  It depends on the existence of a DOM element with the ID "QRCodeShare".

src/utils/showToast.tsx,This `.tsx` file provides a `showToast` utility function.  It displays toast notifications using `react-hot-toast`;  allowing customization of type (error; success; loading); dismissal behavior; vibration; and inclusion of a dismiss button.  It leverages `@mui/material` for the dismiss button's styling and handles potential browser vibration API errors.

src/utils/timeUtils.ts,This utility file provides functions for formatting and calculating time differences.  It offers `timeAgo`; `formatDate`; and `calculateDateDifference` for generating human-readable relative time strings and date differences; leveraging the browser's `Intl` API for localization.  Helper functions like `isSameDay`; `formatTime`; `formatDateOnly`; and `getDayOfWeek` support the main functions.  It relies on the browser's `Intl` object and `navigator.language`.

src/utils/updatePrompt.tsx,This .tsx file implements a service worker update prompt. It utilizes the `react-hot-toast` library to display a toast notification when a new app version is installed; providing buttons to reload or dismiss the update.  It leverages the `ServiceWorkerRegistration` object's `updatefound` and `statechange` events for update detection and handling; using MUI components for rendering.

src/utils/__tests__/colorUtils.test.ts,This test file verifies `colorUtils`.  It tests `isHexColor` for valid and invalid hex color strings; `getFontColor` for determining appropriate font color based on background color brightness using `ColorPalette`; and `isDark` for identifying dark versus light colors.  Dependencies include `ColorPalette` from `theme/themeConfig` and functions from `colorUtils`.

src/utils/__tests__/getRandomGreeting.test.ts,This test file verifies the `getRandomGreeting` function.  It checks that the function returns a sufficient number of unique greetings over multiple calls; using a `Set` to track uniqueness and comparing the result to `maxRecentGreetings`.  The test relies on the `getRandomGreeting` and `maxRecentGreetings` exports from `../getRandomGreeting`.

src/utils/__tests__/timeUtils.test.ts,This test file tests date utility functions.  It verifies the `timeAgo`; `formatDate`; and `calculateDateDifference` functions;  checking their output for various date inputs and accounting for locale changes (en-US and pl-PL).  The tests use Jest and Vitest (`vi.stubGlobal`).

LICENSE,This file type is a legal notice. It specifies that the Docker Scout CLI is licensed under the Docker Subscription Service Agreement; directing users to the agreement's URL for details.  No code or functionality is defined within this file; it solely serves as a legal pointer.

README.md,This README.md file documents the Docker Scout CLI plugin.  It details installation (Docker Desktop; manual; script); usage with environment variables; and CI integration examples (GitHub Actions; GitLab; CircleCI; Azure DevOps).  Key features include SBOM generation and CVE scanning.  It relies on Docker and a Docker registry for image access.

install.sh,This shell script installs the `docker-scout` CLI.  It downloads a binary release from GitHub; verifying its checksum; and installs it to the specified directory.  It uses `curl` or `wget` for downloads and handles various operating systems and architectures.  Dependencies include `curl` or `wget`; `tar`; `unzip`; and `gsha256sum` or similar checksum utilities.

.github/CODEOWNERS,This file is a CODEOWNERS configuration file. It designates the "@docker/ssc-dev-features-back" team as the owners of all files within its repository.  It uses the standard CODEOWNERS syntax for repository management and access control. No external dependencies are explicitly defined.

.github/workflows/release-branch.yml,This YAML file configures a GitHub Actions workflow for testing and releasing Docker images.  It tests a `docker-scout` utility by running various commands against a sample image; then; if the branch starts with `release/v`; creates a Git tag; merges into `main`; and pushes the tag; triggering a release workflow.  It uses Docker login credentials and requires `GITHUB_TOKEN` secret.

.github/workflows/release.yml,This YAML file configures a GitHub Actions workflow for creating draft releases.  It triggers on pushes with tags matching `v*.*.*` or workflow dispatches; using the `softprops/action-gh-release` action.  It checks out code at the specified ref (tag from push or input) and creates a draft release including files from `dist/docker-scout_*`.  It requires the `softprops/action-gh-release` action.

dist/docker-scout_1.16.1_checksums.txt,This text file provides checksums for Docker Scout v1.16.1 binaries.  It lists SHA-256 checksums for each of the five different platform-specific build artifacts (darwin amd64; darwin arm64; linux amd64; linux arm64; windows amd64; and windows arm64).  This allows for verification of download integrity.

dist/docker-scout_darwin_arm64_v8.0/docker-scout,This file is a binary file; seemingly containing mach-o object code for a Go program.  It's likely a compiled component of a larger Docker-related project; possibly a scout utility.  It includes sections such as __TEXT; __DATA; and __LINKEDIT; indicating compiled code; initialized data; and link information respectively. The file lists numerous external library dependencies; including `libSystem.B.dylib`; `libresolv.9.dylib`; `CoreFoundation`; and `Security`.

dist/docker-scout_linux_arm64_v8.0/docker-scout,This file is a corrupted or binary file; not a text-based source code file.  It's impossible to determine its purpose; functionality; dependencies; or components from the provided data.  The content appears to be binary data; likely not meant for human interpretation.

docs/docker_scout.yaml,This YAML file configures a Docker Scout command-line interface (CLI).  It defines the CLI's command structure; including subcommands (attestation; cache; etc.); options (debug; verbose-debug); and links to associated configuration files (e.g.; `docker_scout_attestation.yaml`).  The configuration includes boolean flags for debugging and verbose debugging.

docs/docker_scout_attestation.yaml,This YAML file configures the `docker scout attestation` command.  It manages attestations on image indexes; offering `add` subcommand functionality (defined separately).  It inherits debug and verbose-debug options and is marked as experimental CLI functionality.  The configuration links to  `docker_scout.yaml` and `docker_scout_attestation_add.yaml`.

docs/docker_scout_attestation_add.yaml,This YAML file configures the `docker scout attestation add` command.  It allows adding attestations to Docker images; specifying attestation files; organization namespace; predicate type; and whether to use a referrer endpoint.  It uses options for file paths; organization; predicate type; and referrer usage;  it also inherits debug options.

docs/docker_scout_cache.yaml,This YAML file configures the `docker scout cache` command.  It manages Docker Scout's cache and temporary files; offering `df` and `prune` subcommands defined in separate YAML files.  It inherits `debug` and `verbose-debug` boolean options and lacks any experimental or deprecated flags.

docs/docker_scout_cache_df.yaml,This YAML file configures the `docker scout cache df` command.  It displays Docker Scout's cache disk usage; showing temporary and cached SBOMs by image digest and size.  It integrates with Docker and utilizes environment variables (DOCKER_SCOUT_CACHE_DIR) for cache directory configuration.  The command also allows for debug and verbose-debug options.

docs/docker_scout_cache_prune.yaml,This YAML file configures the `docker scout cache prune` command.  It removes temporary data and optionally cached SBOMs.  The `--force` flag disables confirmation prompts; and the `--sboms` flag enables SBOM cache deletion.  It inherits `debug` and `verbose-debug` options.

docs/docker_scout_compare.yaml,This YAML file configures the `docker scout compare` command.  It facilitates comparison of two container images; OCI directories; tarballs; or local files/directories; highlighting differences.  It supports various output formats (text; markdown) and filtering options (severity; package type; etc.).  The command is experimental; and numerous options control the comparison process and output.

docs/docker_scout_config.yaml,This YAML file configures the `docker scout` command-line tool. It allows listing; getting; and setting Docker Scout configurations; primarily the `organization` namespace.  It utilizes inherited boolean options for debug verbosity and integrates with the `docker` command.

docs/docker_scout_cves.yaml,This YAML file configures the `docker scout cves` command.  It defines the command's purpose; usage; options for filtering and formatting vulnerability reports from various software artifact types (images; OCI directories; archives; and local files); and output options including Sarif; SPDX; and Markdown.  It supports various filtering options based on severity; EPSS score; and CVE IDs.

docs/docker_scout_docker-cli-plugin-hooks.yaml,This YAML file configures a `docker scout` command; specifically `docker scout docker-cli-plugin-hooks`.  It defines the command's metadata (short description; usage; linked configuration file); and inherits boolean `debug` and `verbose-debug` options from a parent configuration (`docker_scout.yaml`).  No external dependencies are explicitly listed.

docs/docker_scout_enroll.yaml,This YAML file configures the `docker scout enroll` command.  It enrolls a Docker Scout organization; taking the organization name (ORG) as an argument.  It inherits debug and verbose-debug options and is not deprecated or experimental.

docs/docker_scout_environment.yaml,This YAML file configures the `docker scout environment` command.  It manages Docker environments; allowing listing; recording images (specifying platform); and referencing them in other commands like `docker scout compare`.  It supports options for output; organization namespace; and debugging; inheriting options from `docker_scout.yaml`.  The command is currently experimental.

docs/docker_scout_help.yaml,This YAML file configures the `docker scout help` command.  It defines the command's purpose; usage; and inherited options including `debug` and `verbose-debug` (both boolean; hidden).  It leverages a `docker_scout.yaml` file (implied dependency) and specifies no deprecated; experimental; or platform-specific features.

docs/docker_scout_integration.yaml,This YAML file configures the `docker scout integration` command group.  It defines commands to list; configure; and delete Docker Scout integrations; referencing associated YAML files (`docker_scout_integration_configure.yaml`; `docker_scout_integration_delete.yaml`; `docker_scout_integration_list.yaml`) for each subcommand.  It also includes optional `debug` and `verbose-debug` flags.

docs/docker_scout_integration_configure.yaml,This YAML file configures the `docker scout integration configure` command.  It defines command-line options for creating or updating Docker Scout integration configurations; specifying integration name; organization namespace; and parameters.  It also inherits debug options.

docs/docker_scout_integration_delete.yaml,This YAML file configures the `docker scout integration delete` command.  It defines the command's usage; options (including `name` and `org` for specifying the integration and organization); and inherited options like debug flags.  It deletes Docker Scout integration configurations.

docs/docker_scout_integration_list.yaml,This YAML file configures the `docker scout integration list` command.  It lists available and installed Docker Scout integrations for a specified organization.  Key features include filtering by integration name and organization namespace.  It inherits `debug` and `verbose-debug` options.

docs/docker_scout_policy.yaml,This YAML file configures the `docker scout policy` command.  It defines command-line options for evaluating Docker image policies against a specified image or repository; including options for specifying organizations; platforms; environments; and output formats.  The command uploads image analysis to Docker Scout for policy evaluation and supports various output and filtering options.  It depends on Docker Scout service for policy evaluation.

docs/docker_scout_push.yaml,This YAML file configures the `docker scout push` command.  It defines options for pushing images to Docker Scout; including specifying the organization; author; platform; and enabling features like SBOM generation and secret scanning.  It depends on the `docker scout` command-line tool and uses a linked `docker_scout.yaml` file (likely for global configuration).

docs/docker_scout_quickview.yaml,This YAML file configures the `docker scout quickview` command.  It displays a quick vulnerability overview of a Docker image (or other supported artifact types like OCI directories and SBOMs); including base image information and update recommendations.  The command supports various options for filtering results and specifying input sources;  and utilizes a `docker_scout.yaml` file (presumably for further configuration).

docs/docker_scout_recommendations.yaml,This YAML file configures the `docker scout recommendations` command.  It displays base image update and refresh recommendations for various artifact types (images; OCI directories; tarballs; local files/directories); supporting filtering by type of recommendation and offering options for specifying image source; platform; tag; and output.  It uses options like `only-refresh`; `only-update`; `org`; `output`; `platform`; `ref`; and `tag` to control the analysis.

docs/docker_scout_repo.yaml,This YAML file configures the `docker scout repo` command group.  It defines commands to list; enable; and disable Docker Scout on repositories; referencing associated YAML files (`docker_scout_repo_disable.yaml`; `docker_scout_repo_enable.yaml`; `docker_scout_repo_list.yaml`) for each subcommand.  It also includes optional `debug` and `verbose-debug` flags.

docs/docker_scout_repo_disable.yaml,This YAML file configures the `docker scout repo disable` command.  It defines options for disabling Docker Scout on repositories; including disabling all repositories; filtering by name; specifying integrations; organizations; and registries.  It relies on the `docker scout` command-line tool and integrates with Docker Scout's repository management.

docs/docker_scout_repo_enable.yaml,This YAML file configures the `docker scout repo enable` command.  It enables Docker Scout on specified repositories; offering options to enable all repositories in an organization; filter by repository name; specify an integration; and define the registry.  It uses options such as `--all`; `--filter`; `--integration`; `--org`; and `--registry`; and inherits debug options.

docs/docker_scout_repo_list.yaml,This YAML file configures a `docker scout repo list` command.  It lists Docker Scout repositories; allowing filtering by name (regex); enabling/disabling status; registry; and organization.  It inherits debug options and utilizes a `docker_scout_repo.yaml` file (likely for shared configuration).

docs/docker_scout_sbom.yaml,This YAML file configures the `docker scout sbom` command. It generates Software Bill of Materials (SBOMs) for various software artifacts (images; OCI directories; tarballs; local files/directories); offering output formats (JSON; SPDX; CycloneDX; list) and filtering by package type.  It supports specifying the artifact source (registry; local; etc.) and includes options for output redirection and debugging.

docs/docker_scout_stream.yaml,This YAML file configures the `docker scout stream` command; an experimental tool for managing deployment streams.  It lists streams; records images to them; and defines command-line options like organization; output; and platform.  The command integrates with Docker and uses a referenced `docker_scout.yaml` file.  It's marked as deprecated but experimentally enabled in the CLI.

docs/docker_scout_version.yaml,This YAML file configures a `docker scout version` command.  It defines the command's behavior; including usage; help text; and inherited options like debug flags.  It also displays version information and a logo; referencing a `docker_scout.yaml` file.

docs/docker_scout_watch.yaml,This YAML file configures the `docker scout watch` command.  It defines options for watching Docker registry repositories; pushing images (and SBOMs) to Docker Scout; specifying repositories; tags; organizations; and controlling the watch interval and concurrency.  It supports a dry-run mode and allows pushing all images or only new ones.  The command depends on Docker and Docker Scout.

